year,quarter,geo_type,geo_name,geo_parent,category,stat_type,count,amount
2023,4,STA,kerala,india,Insurance,TOTAL,73543,121905046.0
2024,1,STA,kerala,india,Insurance,TOTAL,73106,115101791.0
2020,2,STA,ladakh,india,Insurance,TOTAL,14,2538.0
2020,3,STA,ladakh,india,Insurance,TOTAL,33,10260.0
2020,4,STA,ladakh,india,Insurance,TOTAL,27,34206.0
2021,1,STA,ladakh,india,Insurance,TOTAL,32,34530.0
2021,2,STA,ladakh,india,Insurance,TOTAL,46,86251.0
2021,3,STA,ladakh,india,Insurance,TOTAL,192,174052.0
2021,4,STA,ladakh,india,Insurance,TOTAL,76,195966.0
2022,1,STA,ladakh,india,Insurance,TOTAL,75,193935.0
2022,2,STA,ladakh,india,Insurance,TOTAL,113,269446.0
2022,3,STA,ladakh,india,Insurance,TOTAL,137,369742.0
2022,4,STA,ladakh,india,Insurance,TOTAL,162,410091.0
2023,1,STA,ladakh,india,Insurance,TOTAL,161,495736.0
2023,2,STA,ladakh,india,Insurance,TOTAL,215,635831.0
2023,3,STA,ladakh,india,Insurance,TOTAL,232,649027.0
2023,4,STA,ladakh,india,Insurance,TOTAL,242,718967.0
2024,1,STA,ladakh,india,Insurance,TOTAL,291,614435.0
2020,3,STA,lakshadweep,india,Insurance,TOTAL,4,1199.0
2021,1,STA,lakshadweep,india,Insurance,TOTAL,4,5225.0
2021,2,STA,lakshadweep,india,Insurance,TOTAL,5,6962.0
2021,3,STA,lakshadweep,india,Insurance,TOTAL,19,16034.0
2021,4,STA,lakshadweep,india,Insurance,TOTAL,11,17096.0
2022,1,STA,lakshadweep,india,Insurance,TOTAL,27,34664.0
2022,2,STA,lakshadweep,india,Insurance,TOTAL,18,27463.0
2022,3,STA,lakshadweep,india,Insurance,TOTAL,38,41504.0
2022,4,STA,lakshadweep,india,Insurance,TOTAL,15,27135.0
2023,1,STA,lakshadweep,india,Insurance,TOTAL,26,30199.0
2023,2,STA,lakshadweep,india,Insurance,TOTAL,15,38384.0
2023,3,STA,lakshadweep,india,Insurance,TOTAL,12,12407.0
2023,4,STA,lakshadweep,india,Insurance,TOTAL,53,78346.0
2024,1,STA,lakshadweep,india,Insurance,TOTAL,15,12935.0
2020,2,STA,madhya-pradesh,india,Insurance,TOTAL,6283,1198701.0
2020,3,STA,madhya-pradesh,india,Insurance,TOTAL,14476,3496126.0
2020,4,STA,madhya-pradesh,india,Insurance,TOTAL,10653,4897124.0
2021,1,STA,madhya-pradesh,india,Insurance,TOTAL,14427,5567927.0
2021,2,STA,madhya-pradesh,india,Insurance,TOTAL,14803,9787391.0
2021,3,STA,madhya-pradesh,india,Insurance,TOTAL,11990,7806258.0
2021,4,STA,madhya-pradesh,india,Insurance,TOTAL,15069,17524432.0
2022,1,STA,madhya-pradesh,india,Insurance,TOTAL,13791,19901462.0
2022,2,STA,madhya-pradesh,india,Insurance,TOTAL,14629,20159098.000000004
2022,3,STA,madhya-pradesh,india,Insurance,TOTAL,22733,29185118.0
2022,4,STA,madhya-pradesh,india,Insurance,TOTAL,29234,42712883.0
2023,1,STA,madhya-pradesh,india,Insurance,TOTAL,26393,45135679.0
2023,2,STA,madhya-pradesh,india,Insurance,TOTAL,27027,44871764.0
2023,3,STA,madhya-pradesh,india,Insurance,TOTAL,29300,46963348.0
2023,4,STA,madhya-pradesh,india,Insurance,TOTAL,40784,73801070.0
2024,1,STA,madhya-pradesh,india,Insurance,TOTAL,51223,85215982.0
2020,2,STA,maharashtra,india,Insurance,TOTAL,39836,6879717.0
2020,3,STA,maharashtra,india,Insurance,TOTAL,71662,19230156.0
2020,4,STA,maharashtra,india,Insurance,TOTAL,44798,27113814.0
2021,1,STA,maharashtra,india,Insurance,TOTAL,55792,33137753.0
2021,2,STA,maharashtra,india,Insurance,TOTAL,70381,46763103.0
2021,3,STA,maharashtra,india,Insurance,TOTAL,52268,41313307.0
2021,4,STA,maharashtra,india,Insurance,TOTAL,82423,93262227.0
2022,1,STA,maharashtra,india,Insurance,TOTAL,88015,117411928.0
2022,2,STA,maharashtra,india,Insurance,TOTAL,80935,104603934.00000001
2022,3,STA,maharashtra,india,Insurance,TOTAL,90958,113835208.0
2022,4,STA,maharashtra,india,Insurance,TOTAL,125900,174915648.0
2023,1,STA,maharashtra,india,Insurance,TOTAL,112174,166596248.0
2023,2,STA,maharashtra,india,Insurance,TOTAL,102754,157303399.0
2023,3,STA,maharashtra,india,Insurance,TOTAL,104872,151171882.0
2023,4,STA,maharashtra,india,Insurance,TOTAL,136968,217657114.0
2024,1,STA,maharashtra,india,Insurance,TOTAL,149016,224725389.0
2020,2,STA,manipur,india,Insurance,TOTAL,55,12554.0
2020,3,STA,manipur,india,Insurance,TOTAL,134,45164.0
2020,4,STA,manipur,india,Insurance,TOTAL,90,49057.0
2021,1,STA,manipur,india,Insurance,TOTAL,136,72254.0
2021,2,STA,manipur,india,Insurance,TOTAL,127,81332.0
2021,3,STA,manipur,india,Insurance,TOTAL,111,133016.0
2021,4,STA,manipur,india,Insurance,TOTAL,145,271789.0
2022,1,STA,manipur,india,Insurance,TOTAL,177,517854.0
2022,2,STA,manipur,india,Insurance,TOTAL,218,553649.0
2022,3,STA,manipur,india,Insurance,TOTAL,200,403213.0
2022,4,STA,manipur,india,Insurance,TOTAL,271,620655.0
2023,1,STA,manipur,india,Insurance,TOTAL,222,632084.0
2023,2,STA,manipur,india,Insurance,TOTAL,123,341671.0
2023,3,STA,manipur,india,Insurance,TOTAL,76,193021.0
2023,4,STA,manipur,india,Insurance,TOTAL,225,476626.0
2024,1,STA,manipur,india,Insurance,TOTAL,385,685052.0
2020,2,STA,meghalaya,india,Insurance,TOTAL,41,8829.0
2020,3,STA,meghalaya,india,Insurance,TOTAL,112,33615.0
2020,4,STA,meghalaya,india,Insurance,TOTAL,92,71029.0
2021,1,STA,meghalaya,india,Insurance,TOTAL,107,128776.0
2021,2,STA,meghalaya,india,Insurance,TOTAL,139,148434.0
2021,3,STA,meghalaya,india,Insurance,TOTAL,139,214554.0
2021,4,STA,meghalaya,india,Insurance,TOTAL,263,451612.0
2022,1,STA,meghalaya,india,Insurance,TOTAL,337,729211.0
2022,2,STA,meghalaya,india,Insurance,TOTAL,379,789094.0
2022,3,STA,meghalaya,india,Insurance,TOTAL,600,1039491.0
2022,4,STA,meghalaya,india,Insurance,TOTAL,627,1189529.0
2023,1,STA,meghalaya,india,Insurance,TOTAL,562,1187523.0
2023,2,STA,meghalaya,india,Insurance,TOTAL,730,1551577.0
2023,3,STA,meghalaya,india,Insurance,TOTAL,809,1728076.0
2023,4,STA,meghalaya,india,Insurance,TOTAL,806,1843364.0
2024,1,STA,meghalaya,india,Insurance,TOTAL,1030,1987107.0
2020,2,STA,mizoram,india,Insurance,TOTAL,31,7322.0
2020,3,STA,mizoram,india,Insurance,TOTAL,74,24691.0
2020,4,STA,mizoram,india,Insurance,TOTAL,81,119124.0
2021,1,STA,mizoram,india,Insurance,TOTAL,415,302841.0
2021,2,STA,mizoram,india,Insurance,TOTAL,187,124805.0
2021,3,STA,mizoram,india,Insurance,TOTAL,81,83641.0
2021,4,STA,mizoram,india,Insurance,TOTAL,100,175847.0
2022,1,STA,mizoram,india,Insurance,TOTAL,85,189428.0
2022,2,STA,mizoram,india,Insurance,TOTAL,76,115090.0
2022,3,STA,mizoram,india,Insurance,TOTAL,310,471306.0
2022,4,STA,mizoram,india,Insurance,TOTAL,350,612551.0
2023,1,STA,mizoram,india,Insurance,TOTAL,171,326688.0
2023,2,STA,mizoram,india,Insurance,TOTAL,119,232928.0
2023,3,STA,mizoram,india,Insurance,TOTAL,166,271799.0
2023,4,STA,mizoram,india,Insurance,TOTAL,312,557950.0
2024,1,STA,mizoram,india,Insurance,TOTAL,277,427693.0
2020,2,STA,nagaland,india,Insurance,TOTAL,41,9791.0
2020,3,STA,nagaland,india,Insurance,TOTAL,89,20798.0
2020,4,STA,nagaland,india,Insurance,TOTAL,62,38836.0
2021,1,STA,nagaland,india,Insurance,TOTAL,79,42973.0
2021,2,STA,nagaland,india,Insurance,TOTAL,85,139479.0
2021,3,STA,nagaland,india,Insurance,TOTAL,91,123643.0
2021,4,STA,nagaland,india,Insurance,TOTAL,183,341424.0
2022,1,STA,nagaland,india,Insurance,TOTAL,242,529223.0
2022,2,STA,nagaland,india,Insurance,TOTAL,186,380878.0
2022,3,STA,nagaland,india,Insurance,TOTAL,210,439669.0
2022,4,STA,nagaland,india,Insurance,TOTAL,367,700864.0
2023,1,STA,nagaland,india,Insurance,TOTAL,320,704957.0
2023,2,STA,nagaland,india,Insurance,TOTAL,269,628890.0
2023,3,STA,nagaland,india,Insurance,TOTAL,268,632287.0
2023,4,STA,nagaland,india,Insurance,TOTAL,331,822973.0
2024,1,STA,nagaland,india,Insurance,TOTAL,526,925684.0
2020,2,STA,odisha,india,Insurance,TOTAL,2981,615193.0
2020,3,STA,odisha,india,Insurance,TOTAL,10955,2640191.0
2020,4,STA,odisha,india,Insurance,TOTAL,7526,4208701.0
2021,1,STA,odisha,india,Insurance,TOTAL,8236,4383330.0
2021,2,STA,odisha,india,Insurance,TOTAL,7942,5832924.0
2021,3,STA,odisha,india,Insurance,TOTAL,7967,6008686.0
2021,4,STA,odisha,india,Insurance,TOTAL,9093,10941626.0
2022,1,STA,odisha,india,Insurance,TOTAL,9627,14539309.0
2022,2,STA,odisha,india,Insurance,TOTAL,12371,16631095.0
2022,3,STA,odisha,india,Insurance,TOTAL,18898,23308531.0
2022,4,STA,odisha,india,Insurance,TOTAL,24538,33565401.0
2023,1,STA,odisha,india,Insurance,TOTAL,18899,29360555.0
2023,2,STA,odisha,india,Insurance,TOTAL,22163,31307109.999999996
2023,3,STA,odisha,india,Insurance,TOTAL,20263,29008350.0
2023,4,STA,odisha,india,Insurance,TOTAL,25065,39753392.0
2024,1,STA,odisha,india,Insurance,TOTAL,27977,40032495.0
2020,2,STA,puducherry,india,Insurance,TOTAL,112,22251.0
2020,3,STA,puducherry,india,Insurance,TOTAL,191,58399.0
2020,4,STA,puducherry,india,Insurance,TOTAL,234,197955.0
2021,1,STA,puducherry,india,Insurance,TOTAL,372,351827.0
2021,2,STA,puducherry,india,Insurance,TOTAL,526,508277.0
2021,3,STA,puducherry,india,Insurance,TOTAL,561,556442.0
2021,4,STA,puducherry,india,Insurance,TOTAL,786,946607.0
2022,1,STA,puducherry,india,Insurance,TOTAL,1199,1663404.0
2022,2,STA,puducherry,india,Insurance,TOTAL,1156,1597786.0
2022,3,STA,puducherry,india,Insurance,TOTAL,1585,2025529.0
2022,4,STA,puducherry,india,Insurance,TOTAL,2331,2693130.0
2023,1,STA,puducherry,india,Insurance,TOTAL,1955,2593091.0
2023,2,STA,puducherry,india,Insurance,TOTAL,1809,2614006.0
2023,3,STA,puducherry,india,Insurance,TOTAL,2232,2891647.0
2023,4,STA,puducherry,india,Insurance,TOTAL,2447,3419395.0
2024,1,STA,puducherry,india,Insurance,TOTAL,2702,3793554.0
2020,2,STA,punjab,india,Insurance,TOTAL,2036,399452.0
2020,3,STA,punjab,india,Insurance,TOTAL,2488,684753.0
2020,4,STA,punjab,india,Insurance,TOTAL,2451,1884291.0
2021,1,STA,punjab,india,Insurance,TOTAL,3783,2558380.0
2021,2,STA,punjab,india,Insurance,TOTAL,4047,3768919.0
2021,3,STA,punjab,india,Insurance,TOTAL,4887,5271559.0
2021,4,STA,punjab,india,Insurance,TOTAL,6638,9912828.0
2022,1,STA,punjab,india,Insurance,TOTAL,7475,13155682.0
2022,2,STA,punjab,india,Insurance,TOTAL,9175,15465366.999999998
2022,3,STA,punjab,india,Insurance,TOTAL,12370,19381895.0
2022,4,STA,punjab,india,Insurance,TOTAL,12187,21727831.000000004
2023,1,STA,punjab,india,Insurance,TOTAL,10816,23330966.000000004
2023,2,STA,punjab,india,Insurance,TOTAL,13187,24998174.999999996
2023,3,STA,punjab,india,Insurance,TOTAL,14048,24461488.0
2023,4,STA,punjab,india,Insurance,TOTAL,13777,28715828.0
2024,1,STA,punjab,india,Insurance,TOTAL,14729,28213939.999999996
2020,2,STA,rajasthan,india,Insurance,TOTAL,5373,1095933.0
2020,3,STA,rajasthan,india,Insurance,TOTAL,15235,3758527.0
2020,4,STA,rajasthan,india,Insurance,TOTAL,12509,6471573.0
2021,1,STA,rajasthan,india,Insurance,TOTAL,17800,8074225.0
2021,2,STA,rajasthan,india,Insurance,TOTAL,18281,14357445.0
2021,3,STA,rajasthan,india,Insurance,TOTAL,16643,12793862.0
2021,4,STA,rajasthan,india,Insurance,TOTAL,19375,24455261.999999996
2022,1,STA,rajasthan,india,Insurance,TOTAL,21517,31576932.000000004
2022,2,STA,rajasthan,india,Insurance,TOTAL,24333,33748931.0
2022,3,STA,rajasthan,india,Insurance,TOTAL,33975,45565543.99999999
2022,4,STA,rajasthan,india,Insurance,TOTAL,40926,60792838.0
2023,1,STA,rajasthan,india,Insurance,TOTAL,34415,61441050.0
2023,2,STA,rajasthan,india,Insurance,TOTAL,37170,61301449.0
2023,3,STA,rajasthan,india,Insurance,TOTAL,39960,64328784.0
2023,4,STA,rajasthan,india,Insurance,TOTAL,49741,94701652.0
2024,1,STA,rajasthan,india,Insurance,TOTAL,59127,102926410.0
2020,2,STA,sikkim,india,Insurance,TOTAL,21,4789.0
2020,3,STA,sikkim,india,Insurance,TOTAL,94,28000.0
2020,4,STA,sikkim,india,Insurance,TOTAL,67,70214.0
2021,1,STA,sikkim,india,Insurance,TOTAL,122,111777.0
2021,2,STA,sikkim,india,Insurance,TOTAL,93,122064.0
2021,3,STA,sikkim,india,Insurance,TOTAL,106,140552.0
2021,4,STA,sikkim,india,Insurance,TOTAL,195,503532.0
2022,1,STA,sikkim,india,Insurance,TOTAL,239,685987.0
2022,2,STA,sikkim,india,Insurance,TOTAL,160,383709.0
2022,3,STA,sikkim,india,Insurance,TOTAL,243,474940.0
2022,4,STA,sikkim,india,Insurance,TOTAL,306,667214.0
2023,1,STA,sikkim,india,Insurance,TOTAL,260,688605.0
2023,2,STA,sikkim,india,Insurance,TOTAL,270,628191.0
2023,3,STA,sikkim,india,Insurance,TOTAL,251,698251.0
2023,4,STA,sikkim,india,Insurance,TOTAL,324,793745.0
2024,1,STA,sikkim,india,Insurance,TOTAL,400,880182.0
2020,2,STA,tamil-nadu,india,Insurance,TOTAL,5473,1075552.0
2020,3,STA,tamil-nadu,india,Insurance,TOTAL,8026,2257373.0
2020,4,STA,tamil-nadu,india,Insurance,TOTAL,10290,8993575.0
2021,1,STA,tamil-nadu,india,Insurance,TOTAL,14406,11180849.0
2021,2,STA,tamil-nadu,india,Insurance,TOTAL,17682,16444344.0
2021,3,STA,tamil-nadu,india,Insurance,TOTAL,23107,23402918.0
2021,4,STA,tamil-nadu,india,Insurance,TOTAL,33037,42184290.00000001
2022,1,STA,tamil-nadu,india,Insurance,TOTAL,47621,64969045.0
2022,2,STA,tamil-nadu,india,Insurance,TOTAL,46714,61835120.0
2022,3,STA,tamil-nadu,india,Insurance,TOTAL,64356,79747520.0
2022,4,STA,tamil-nadu,india,Insurance,TOTAL,125491,146457790.0
2023,1,STA,tamil-nadu,india,Insurance,TOTAL,90690,116710222.00000001
2023,2,STA,tamil-nadu,india,Insurance,TOTAL,79698,105328191.0
2023,3,STA,tamil-nadu,india,Insurance,TOTAL,91069,114625592.99999999
2023,4,STA,tamil-nadu,india,Insurance,TOTAL,104871,139433796.0
2024,1,STA,tamil-nadu,india,Insurance,TOTAL,111521,148976175.0
2020,2,STA,telangana,india,Insurance,TOTAL,19003,3419453.0
2020,3,STA,telangana,india,Insurance,TOTAL,34395,8406543.0
2020,4,STA,telangana,india,Insurance,TOTAL,20961,11339099.0
2021,1,STA,telangana,india,Insurance,TOTAL,28298,14810946.999999998
2021,2,STA,telangana,india,Insurance,TOTAL,28870,20935651.0
2021,3,STA,telangana,india,Insurance,TOTAL,27080,20925217.0
2021,4,STA,telangana,india,Insurance,TOTAL,34848,38845492.0
2022,1,STA,telangana,india,Insurance,TOTAL,36325,51942016.00000001
2022,2,STA,telangana,india,Insurance,TOTAL,45600,58056956.0
2022,3,STA,telangana,india,Insurance,TOTAL,51465,64798126.0
2022,4,STA,telangana,india,Insurance,TOTAL,64655,88544126.99999999
2023,1,STA,telangana,india,Insurance,TOTAL,54508,82678207.0
2023,2,STA,telangana,india,Insurance,TOTAL,55118,79238968.0
2023,3,STA,telangana,india,Insurance,TOTAL,61523,84397465.0
2023,4,STA,telangana,india,Insurance,TOTAL,63993,105605522.0
2024,1,STA,telangana,india,Insurance,TOTAL,67388,105607539.0
2020,2,STA,tripura,india,Insurance,TOTAL,88,22054.0
2020,3,STA,tripura,india,Insurance,TOTAL,249,61642.0
2020,4,STA,tripura,india,Insurance,TOTAL,244,149765.0
2021,1,STA,tripura,india,Insurance,TOTAL,360,191531.0
2021,2,STA,tripura,india,Insurance,TOTAL,381,409934.0
2021,3,STA,tripura,india,Insurance,TOTAL,494,649961.0
2021,4,STA,tripura,india,Insurance,TOTAL,702,1022508.0
2022,1,STA,tripura,india,Insurance,TOTAL,907,1493401.0
2022,2,STA,tripura,india,Insurance,TOTAL,1021,1509105.0
2022,3,STA,tripura,india,Insurance,TOTAL,1590,2105984.0
2022,4,STA,tripura,india,Insurance,TOTAL,1508,2112534.0
2023,1,STA,tripura,india,Insurance,TOTAL,1642,2404958.0
2023,2,STA,tripura,india,Insurance,TOTAL,1563,2163813.0
2023,3,STA,tripura,india,Insurance,TOTAL,2071,2899393.0
2023,4,STA,tripura,india,Insurance,TOTAL,2237,3169741.0
2024,1,STA,tripura,india,Insurance,TOTAL,2637,3417568.0
2020,2,STA,uttar-pradesh,india,Insurance,TOTAL,9884,1912266.0
2020,3,STA,uttar-pradesh,india,Insurance,TOTAL,18131,4436969.0
2020,4,STA,uttar-pradesh,india,Insurance,TOTAL,17470,14180416.999999998
2021,1,STA,uttar-pradesh,india,Insurance,TOTAL,24103,18027573.0
2021,2,STA,uttar-pradesh,india,Insurance,TOTAL,25952,25137571.0
2021,3,STA,uttar-pradesh,india,Insurance,TOTAL,32799,32641118.000000004
2021,4,STA,uttar-pradesh,india,Insurance,TOTAL,44132,59654951.0
2022,1,STA,uttar-pradesh,india,Insurance,TOTAL,45996,73014969.0
2022,2,STA,uttar-pradesh,india,Insurance,TOTAL,55133,77434953.0
2022,3,STA,uttar-pradesh,india,Insurance,TOTAL,64514,87703512.0
2022,4,STA,uttar-pradesh,india,Insurance,TOTAL,77022,116755813.0
2023,1,STA,uttar-pradesh,india,Insurance,TOTAL,73080,127110494.0
2023,2,STA,uttar-pradesh,india,Insurance,TOTAL,74194,122522457.0
2023,3,STA,uttar-pradesh,india,Insurance,TOTAL,78940,121483170.0
2023,4,STA,uttar-pradesh,india,Insurance,TOTAL,92125,165509877.0
2024,1,STA,uttar-pradesh,india,Insurance,TOTAL,103701,176442664.0
2020,2,STA,uttarakhand,india,Insurance,TOTAL,660,134899.0
2020,3,STA,uttarakhand,india,Insurance,TOTAL,1403,418543.0
2020,4,STA,uttarakhand,india,Insurance,TOTAL,1756,1961891.0
2021,1,STA,uttarakhand,india,Insurance,TOTAL,2607,2719327.0
2021,2,STA,uttarakhand,india,Insurance,TOTAL,2742,3265717.0
2021,3,STA,uttarakhand,india,Insurance,TOTAL,4111,4646571.0
2021,4,STA,uttarakhand,india,Insurance,TOTAL,5529,7849020.0
2022,1,STA,uttarakhand,india,Insurance,TOTAL,5339,8824948.0
2022,2,STA,uttarakhand,india,Insurance,TOTAL,5773,9168313.0
2022,3,STA,uttarakhand,india,Insurance,TOTAL,6784,10070172.0
2022,4,STA,uttarakhand,india,Insurance,TOTAL,8750,13817747.0
2023,1,STA,uttarakhand,india,Insurance,TOTAL,7552,13599025.999999998
2023,2,STA,uttarakhand,india,Insurance,TOTAL,8051,14034914.999999998
2023,3,STA,uttarakhand,india,Insurance,TOTAL,7856,12636749.0
2023,4,STA,uttarakhand,india,Insurance,TOTAL,10040,19045152.0
2024,1,STA,uttarakhand,india,Insurance,TOTAL,11533,19531483.0
2020,2,STA,west-bengal,india,Insurance,TOTAL,7619,1432764.0
2020,3,STA,west-bengal,india,Insurance,TOTAL,12596,2878482.0
2020,4,STA,west-bengal,india,Insurance,TOTAL,10233,7510455.0
2021,1,STA,west-bengal,india,Insurance,TOTAL,15488,11172042.0
2021,2,STA,west-bengal,india,Insurance,TOTAL,15200,12396029.0
2021,3,STA,west-bengal,india,Insurance,TOTAL,24839,21424336.999999996
2021,4,STA,west-bengal,india,Insurance,TOTAL,26320,31282871.0
2022,1,STA,west-bengal,india,Insurance,TOTAL,38779,51160527.0
2022,2,STA,west-bengal,india,Insurance,TOTAL,33542,41737021.0
2022,3,STA,west-bengal,india,Insurance,TOTAL,47853,59092307.0
2022,4,STA,west-bengal,india,Insurance,TOTAL,54277,70466433.0
2023,1,STA,west-bengal,india,Insurance,TOTAL,56833,77461732.0
2023,2,STA,west-bengal,india,Insurance,TOTAL,49792,65204280.0
2023,3,STA,west-bengal,india,Insurance,TOTAL,58131,76359312.0
2023,4,STA,west-bengal,india,Insurance,TOTAL,72712,100365562.0
2024,1,STA,west-bengal,india,Insurance,TOTAL,79576,104987908.99999999
